711,1.45183e-06
708,3.36815e-05
709,2.23384e-05
714,1.29983e-05
715,7.66458e-05
712,3.32616e-06
713,6.87852e-05
718,8.46803e-05
719,0.000109443
716,5.86977e-06
717,9.13892e-06
754,6.91367e-05
755,6.15234e-05
752,1.34582e-05
753,0.000101402
758,2.27853e-05
759,0.00010975
756,2.82225e-05
757,3.41031e-05
762,5.41717e-05
763,0.000109497
760,9.31388e-05
761,7.69634e-05
766,0.0001136
767,8.49627e-05
764,3.4264e-07
765,0
738,6.11716e-05
739,3.29711e-06
736,5.38121e-05
737,1.48791e-06
742,5.89811e-06
743,1.89629e-06
740,9.28631e-05
741,1.29722e-05
746,6.16704e-07
747,6.41975e-06
744,9.65176e-06
745,3.90413e-06
750,4.71268e-05
751,1.78536e-05
748,4.04235e-05
749,8.49788e-05
658,7.92401e-06
659,1.14625e-05
656,2.72029e-06
657,5.05811e-06
662,2.54256e-05
663,3.10906e-05
660,1.55629e-05
661,2.02445e-05
666,5.05724e-05
667,5.77667e-05
664,3.71887e-05
665,4.366e-05
670,8.09209e-05
671,8.90142e-05
668,6.5247e-05
669,7.29765e-05
642,5.00762e-05
643,5.73052e-05
640,3.66171e-05
641,4.31501e-05
646,8.05287e-05
647,8.86463e-05
644,6.48206e-05
645,7.25562e-05
651,0.000113805
648,9.69009e-05
649,0.000105218
655,1.34177e-06
652,0.000113883
653,0.000113538
690,7.69679e-05
691,6.91312e-05
688,1.34662e-05
689,0.000101408
694,2.82189e-05
695,2.27767e-05
692,6.1522e-05
693,3.41193e-05
698,5.41661e-05
699,9.2857e-05
696,0.000109757
697,9.31415e-05
702,3.75336e-07
703,0.000109525
700,6.11625e-05
701,1.73895e-05
674,0
675,0
672,9.72344e-05
673,0.00010552
678,2.95509e-07
679,9.61436e-06
676,0.000113713
677,0.000109503
682,3.86039e-06
683,5.76348e-07
680,6.43591e-06
681,1.98072e-06
686,8.49784e-05
687,1.7874e-05
684,4.0428e-05
685,4.71147e-05
594,7.87161e-06
595,1.14726e-05
592,2.8007e-06
593,5.0225e-06
598,2.54304e-05
599,3.10939e-05
596,1.56004e-05
597,2.02338e-05
602,5.05679e-05
603,5.77747e-05
600,3.71785e-05
601,4.36847e-05
606,8.09214e-05
607,8.90165e-05
604,6.52644e-05
605,7.29793e-05
578,1.55883e-05
579,1.14843e-05
576,2.54348e-05
577,2.02449e-05
582,2.69943e-06
583,1.33951e-06
580,7.90878e-06
581,5.06981e-06
584,0
585,0
590,0
591,1.36451e-06
588,0.000113884
589,0.000113507
626,7.09187e-06
627,4.19526e-06
624,1.48386e-05
625,1.06815e-05
630,0
631,6.56724e-07
628,1.93343e-06
629,5.04803e-07
634,7.18329e-06
635,1.07608e-05
632,2.03224e-06
633,4.28695e-06
638,2.4815e-05
639,3.04802e-05
636,1.49111e-05
637,1.96097e-05
610,0
611,0.000105186
608,9.72296e-05
609,0.000105514
614,8.04969e-05
615,7.25299e-05
612,9.68706e-05
613,8.86209e-05
618,5.00181e-05
619,4.30852e-05
616,6.47759e-05
617,5.72533e-05
622,2.47451e-05
623,1.9522e-05
620,3.65541e-05
621,3.04328e-05
530,3.04881e-05
531,3.66175e-05
528,1.95963e-05
529,2.48058e-05
534,5.7311e-05
535,6.48176e-05
532,4.31501e-05
533,5.00785e-05
538,8.8645e-05
539,9.68996e-05
536,7.2558e-05
537,8.05316e-05
542,0.000113781
540,0.000105229
541,0
514,2.03438e-05
515,1.56894e-05
512,3.11646e-05
513,2.55037e-05
518,5.09219e-06
