519,2.86124e-06
516,1.15353e-05
517,8.0159e-06
522,6.64779e-07
523,2.04452e-06
520,1.19949e-06
526,1.07523e-05
527,1.49185e-05
524,4.2977e-06
525,7.18472e-06
562,2.89164e-06
563,1.20257e-06
560,7.98541e-06
561,5.11777e-06
566,9.72655e-05
567,8.90334e-05
564,0
565,0.000105569
570,6.5291e-05
571,5.78147e-05
568,8.09402e-05
569,7.3032e-05
574,3.71993e-05
575,3.1099e-05
572,5.0603e-05
573,4.37005e-05
546,9.72642e-05
547,8.90472e-05
544,0.000113918
545,0.000105567
550,6.5314e-05
551,5.78369e-05
548,8.0962e-05
549,7.303e-05
554,3.72518e-05
555,3.11696e-05
552,5.06675e-05
553,4.37536e-05
558,1.5707e-05
559,1.15674e-05
556,2.55129e-05
557,2.02964e-05
466,8.0961e-05
467,7.301e-05
464,9.72718e-05
465,8.90441e-05
470,5.06055e-05
471,4.37207e-05
468,6.53057e-05
469,5.78201e-05
474,2.54109e-05
475,2.02354e-05
472,3.7194e-05
473,3.11077e-05
478,7.95497e-06
479,5.05832e-06
476,1.558e-05
477,1.14684e-05
450,0.000113797
458,0.000113578
459,0.000113928
463,0.00010558
498,8.86473e-05
499,9.69029e-05
496,7.25669e-05
497,8.05299e-05
502,0.000105556
503,9.7265e-05
500,0.00010524
506,7.30354e-05
507,6.5318e-05
504,8.90433e-05
505,8.09725e-05
510,4.37699e-05
511,3.72515e-05
508,5.7837e-05
509,5.06561e-05
482,5.24861e-07
483,1.96414e-06
480,2.75617e-06
481,1.37631e-06
486,1.06954e-05
487,1.48538e-05
484,4.22632e-06
485,7.14074e-06
490,3.04621e-05
491,3.65846e-05
488,1.954e-05
489,2.47589e-05
494,5.72921e-05
495,6.48112e-05
492,4.31311e-05
493,5.00549e-05
442,0
850,1.74217e-05
851,9.28644e-05
848,1.4567e-06
849,6.11724e-05
854,9.13627e-06
855,0
852,8.46784e-05
853,7.66373e-05
856,2.50415e-05
857,6.49921e-05
834,9.63513e-06
835,5.87733e-06
832,3.86189e-06
833,6.43114e-06
838,6.87865e-05
839,0.000101143
836,3.29701e-06
837,1.29774e-05
842,3.3667e-05
843,4.00088e-05
840,3.51693e-07
841,0.000109464
846,2.23565e-05
847,2.77757e-05
844,4.67309e-05
845,5.38105e-05
786,9.63691e-06
787,0.000109424
784,3.85302e-06
785,7.69417e-05
790,9.28629e-05
791,1.29636e-05
788,3.56031e-07
789,3.31942e-06
794,3.36675e-05
795,0.00010114
792,6.11631e-05
793,0.000109464
798,2.77527e-05
799,4.00125e-05
796,4.67177e-05
797,2.23387e-05
770,1.34866e-05
771,1.9083e-06
768,9.31202e-05
769,6.41263e-06
774,5.91468e-07
775,4.03793e-05
772,6.15021e-05
773,1.78546e-05
778,2.82173e-05
779,3.40832e-05
776,4.7108e-05
777,2.27777e-05
782,5.41454e-05
783,6.91127e-05
780,0.00010968
781,0.000101382
818,1.34782e-05
819,6.1501e-05
816,7.69548e-05
817,6.91211e-05
822,4.03899e-05
823,4.71106e-05
820,1.78619e-05
821,5.96868e-07
826,3.41078e-05
827,0.000109685
824,5.41559e-05
825,2.82056e-05
830,0.000101386
831,9.31266e-05
828,2.27887e-05
829,1.97032e-06
802,1.47041e-06
803,1.74033e-05
800,3.52286e-07
801,5.38003e-05
806,5.91405e-06
807,9.12202e-06
804,6.87869e-05
805,7.66457e-05
810,8.68432e-08
811,0
808,8.46806e-05
809,0.000109366
814,2.75097e-07
815,8.49661e-05
812,0.000113603
813,0.000109428
722,0.000113709
723,7.66411e-05
720,9.05645e-08
721,0
726,6.8783e-05
727,1.74074e-05
724,8.46851e-05
725,9.11938e-06
730,3.36832e-05
731,4.6734e-05
728,3.44516e-07
729,4.00108e-05
734,0.000109521
735,2.23407e-05
732,0.000101143
733,2.77646e-05
706,4.67217e-05
707,2.77694e-05
704,4.00065e-05
705,0.000101146
710,5.38042e-05
